Frase,Gabarito (Gold),Claude_sonnet5,respostaGrok4.0Fast,respostasGemini3.1Pro,respostas_gpt5.5_mini
"O termo é aplicado com mais freqüência a padrões regionais de fala, mas um dialeto também pode ser definido por outros fatores, como classe social.",⚠ um dialeto → também pode → ser definido por outros fatores,✗ O termo → é aplicado com mais frequência a → padrões regionais de fala,✗ um dialeto → pode ser definido por → outros fatores,"✗ O termo → é aplicado a → padrões regionais de fala
✗ um dialeto → pode ser definido por → outros fatores
✗ outros fatores → incluem → classe social","✗ O termo → é aplicado com mais frequência a → padrões regionais de fala
✗ um dialeto → pode ser definido por → outros fatores
✗ outros fatores → incluem → classe social"
"O termo dialeto (de Latim dialectus, dialectos, de a palavra grega antiga διάλεκτος diálektos, discurso, de διά diá, através e λέγω legō, eu falo) é usado de duas maneiras distintas para se referir a dois tipos diferentes de fenômenos linguísticos.","⚠ O termo dialeto → é → usado de duas maneiras distintas
O termo dialeto → é usado de → duas maneiras distintas","✗ O termo dialeto → vem do latim → dialectus, dialectos
✗ O termo dialeto → é usado de duas maneiras distintas para se referir a → dois tipos diferentes de fenômenos linguísticos",✓✓ O termo dialeto → é usado de → duas maneiras distintas,"✓✓ O termo dialeto → é usado de → duas maneiras distintas
✗ O termo dialeto → é usado para se referir a → dois tipos diferentes de fenômenos linguísticos","✗ O termo dialeto → é de → Latim dialectus, dialectos
✗ Latim dialectus, dialectos → é de → a palavra grega antiga διάλεκτος diálektos
✗ a palavra grega antiga διάλεκτος diálektos → é de → διά diá
✗ a palavra grega antiga διάλεκτος diálektos → é de → λέγω legō
✓✓ O termo dialeto → é usado de → duas maneiras distintas
✗ O termo dialeto → é usado para se referir a → dois tipos diferentes de fenômenos linguísticos"
"O termo música clássica não apareceu até o início de o século 19, em uma tentativa de canonizar distintamente o período de Johann Sebastian Bach a Beethoven como uma idade de ouro.",O termo música clássica → não apareceu até → o início de o século 19,"✓ O termo música clássica → não apareceu até → o início do século 19
✗ o termo música clássica → surgiu numa tentativa de canonizar distintamente → o período de Johann Sebastian Bach a Beethoven como uma idade de ouro",✓✓ O termo música clássica → não apareceu até → o início de o século 19,(nenhuma extração),"✓✓ O termo música clássica → não apareceu até → o início de o século 19
✗ uma tentativa → era para canonizar distintamente → o período de Johann Sebastian Bach a Beethoven
✗ o período de Johann Sebastian Bach a Beethoven → é → uma idade de ouro"
"Menander Protector menciona um Daurentius (577-579) que matou um enviado avar de Khagan Bayan I. Os ávaros pediram a os eslavos que aceitassem a soberania de os ávaros, mas ele recusou e é relatado como dizendo Outros não conquistam nossa terra, conquistamos os deles - assim será sempre para nós","Os ávaros → pediram a → os eslavos que aceitassem a soberania de os ávaros
⚠ Outros → não conquistam → nossa terra","✗ Menander Protector → menciona → um Daurentius
✗ Daurentius → matou → um enviado avar de Khagan Bayan I
✗ os ávaros → pediram a → os eslavos
✗ os ávaros → pediram aos eslavos que aceitassem → a soberania dos ávaros
✗ Daurentius → recusou → a soberania dos ávaros",✗ Daurentius → matou → um enviado avar de Khagan Bayan I,"✗ Menander Protector → menciona → um Daurentius
✗ um Daurentius → matou → um enviado avar de Khagan Bayan I
✓✓ Os ávaros → pediram a → os eslavos que aceitassem a soberania de os ávaros
✗ um Daurentius → recusou → a soberania de os ávaros","✗ Menander Protector → menciona → um Daurentius
✗ Daurentius → matou → um enviado avar de Khagan Bayan I
✗ Os ávaros → pediram a → os eslavos
✗ os eslavos → aceitassem → a soberania de os ávaros
✗ Daurentius → recusou → a soberania de os ávaros"
"Por volta de o século VI, os eslavos apareceram em as fronteiras bizantinas em grandes números.","os eslavos → apareceram em → as fronteiras bizantinas
⚠ os eslavos → apareceram em → as fronteiras bizantinas em grandes números","✓✓ os eslavos → apareceram em → as fronteiras bizantinas
✗ os eslavos → apareceram nas fronteiras bizantinas em → grandes números
✗ os eslavos → apareceram nas fronteiras bizantinas por volta de → o século VI",✓✓ os eslavos → apareceram em → as fronteiras bizantinas,✓✓ os eslavos → apareceram em → as fronteiras bizantinas,"✓✓ os eslavos → apareceram em → as fronteiras bizantinas
✗ os eslavos → apareceram em → grandes números"
"O proto-eslavo, a suposta língua ancestral de todas as línguas eslavas, é um descendente de o proto-indo-europeu comum, através de um estágio balto-eslavo, em o qual desenvolveu numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas.",O proto-eslavo → é → um descendente de o proto-indo-europeu comum,"✗ O proto-eslavo → é → a suposta língua ancestral de todas as línguas eslavas
✗ O proto-eslavo → é um descendente de → o proto-indo-europeu comum
✗ O proto-eslavo → é descendente do proto-indo-europeu comum através de → um estágio balto-eslavo
✗ O proto-eslavo → desenvolveu, no estágio balto-eslavo, → numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas",✓✓ O proto-eslavo → é → um descendente de o proto-indo-europeu comum,"✗ O proto-eslavo → é → a suposta língua ancestral de todas as línguas eslavas
✓✓ O proto-eslavo → é → um descendente de o proto-indo-europeu comum
✗ O proto-eslavo → desenvolveu → numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas","✗ O proto-eslavo → é → a suposta língua ancestral de todas as línguas eslavas
✗ O proto-eslavo → é um descendente de → o proto-indo-europeu comum
✗ O proto-eslavo → passou por → um estágio balto-eslavo
✗ O proto-eslavo → desenvolveu → numerosas isoglosses lexicais e morfofonológicas com as línguas bálticas"
"Enquanto isso, outros apontaram que o sufixo -enin indica um homem de um certo lugar, que nesse caso deveria ser um lugar chamado Slova ou Slava, possivelmente um nome de rio.","⚠ o sufixo -enin → indica → um homem de um certo lugar
⚠ outros → apontaram → que o sufixo -enin indica um homem de um certo lugar",✗ outros → apontaram que → o sufixo -enin indica um homem de um certo lugar,(nenhuma extração),(nenhuma extração),"✗ outros → apontaram que → o sufixo -enin indica um homem de um certo lugar
✗ um certo lugar → deveria ser → um lugar chamado Slova ou Slava
✗ um lugar chamado Slova ou Slava → é → possivelmente um nome de rio"
Os gorais de o sul de a Polônia e de o norte de a Eslováquia são parcialmente descendentes de os vlachs de língua românica que migraram para a região de os Séculos 14 a 17 e foram absorvidos por a população local.,Os gorais de o sul de a Polônia e de o norte de a Eslováquia → são → parcialmente descendentes de os vlachs de língua românica,"✗ Os gorais do sul da Polônia → são parcialmente descendentes de → os vlachs de língua românica
✗ Os gorais do norte da Eslováquia → são parcialmente descendentes de → os vlachs de língua românica
✗ os vlachs de língua românica → migraram para → a região
✗ os vlachs de língua românica → migraram para a região de → os Séculos 14 a 17
✗ os vlachs de língua românica → foram absorvidos por → a população local",✗ Os gorais → são parcialmente descendentes de → os vlachs de língua românica,"✓✓ Os gorais de o sul de a Polônia e de o norte de a Eslováquia → são → parcialmente descendentes de os vlachs de língua românica
✗ os vlachs de língua românica → migraram para → a região
✗ os vlachs de língua românica → foram absorvidos por → a população local","✗ Os gorais do sul da Polônia e do norte da Eslováquia → são parcialmente descendentes de → os vlachs de língua românica
✗ os vlachs de língua românica → migraram para → a região
✗ os vlachs de língua românica → migraram no → período de os Séculos 14 a 17
✗ os vlachs de língua românica → foram absorvidos por → a população local"
"Josip Broz nasceu em 7 de maio de 1892 em Kumrovec, em a região croata de Hrvatsko Zagorje, em a Áustria-Hungria.","Josip Broz → nasceu em → 7 de maio de 1892
Josip Broz → nasceu em → 7 de maio de 1892 em Kumrovec","✓✓ Josip Broz → nasceu em → 7 de maio de 1892
✗ Josip Broz → nasceu em → Kumrovec
✗ Kumrovec → está em → a região croata de Hrvatsko Zagorje
✗ a região croata de Hrvatsko Zagorje → estava em → a Áustria-Hungria",✓✓ Josip Broz → nasceu em → 7 de maio de 1892 em Kumrovec,"✓✓ Josip Broz → nasceu em → 7 de maio de 1892
✗ Josip Broz → nasceu em → Kumrovec","✓✓ Josip Broz → nasceu em → 7 de maio de 1892
✗ Josip Broz → nasceu em → Kumrovec
✗ Kumrovec → fica em → a região croata de Hrvatsko Zagorje
✗ Kumrovec → fica em → a Áustria-Hungria"
"Em 1937, Stalin assassinou o secretário-geral de a CPY, Milan Gorkić, em Moscou.",Stalin → assassinou → o secretário-geral de a CPY,"✗ Milan Gorkić → era → o secretário-geral da CPY
✗ Stalin → assassinou → Milan Gorkić
✗ Stalin → assassinou Milan Gorkić em → 1937
✗ Stalin → assassinou Milan Gorkić em → Moscou","✓ Stalin → assassinou → o secretário-geral de a CPY, Milan Gorkić","✓✓ Stalin → assassinou → o secretário-geral de a CPY
✗ o secretário-geral de a CPY → é → Milan Gorkić
✗ Stalin → assassinou em → Moscou","✗ Stalin → assassinou → Milan Gorkić
✗ Milan Gorkić → era → o secretário-geral de a CPY
✗ Milan Gorkić → foi assassinado em → Moscou"
"Em 28 de setembro de 1944, a Agência Telegráfica de a União Soviética (TASS) informou que Tito assinou um acordo com a União Soviética que permitia a entrada temporária de tropas soviéticas em o território iugoslavo, o que permitia a o Exército Vermelho auxiliar em as operações em as áreas nordeste de o país.","Tito → assinou → um acordo com a União Soviética
⚠ Tito → assinou um acordo com → a União Soviética","✗ a Agência Telegráfica da União Soviética (TASS) → informou que → Tito assinou um acordo com a União Soviética que permitia a entrada temporária de tropas soviéticas no território iugoslavo
✗ a Agência Telegráfica da União Soviética (TASS) → informou em → 28 de setembro de 1944
✗ o acordo entre Tito e a União Soviética → permitia a → o Exército Vermelho auxiliar nas operações nas áreas nordeste do país",✓✓ Tito → assinou → um acordo com a União Soviética,"✗ a Agência Telegráfica de a União Soviética → informou → que Tito assinou um acordo com a União Soviética
✗ a Agência Telegráfica de a União Soviética → é conhecida como → TASS
✓✓ Tito → assinou → um acordo com a União Soviética
✗ um acordo com a União Soviética → permitia → a entrada temporária de tropas soviéticas em o território iugoslavo","✗ a Agência Telegráfica da União Soviética (TASS) → informou que → Tito assinou um acordo com a União Soviética
✓✓ Tito → assinou → um acordo com a União Soviética
✗ um acordo com a União Soviética → permitia → a entrada temporária de tropas soviéticas em o território iugoslavo
✗ a entrada temporária de tropas soviéticas → permitia → o Exército Vermelho auxiliar em as operações em as áreas nordeste de o país"
